file_name,pose_id,pose_name
dataset/tolasana/62-0.png,69,tolasana
dataset/tolasana/34-0.png,69,tolasana
dataset/tolasana/70-0.png,69,tolasana
dataset/pincha mayurasana/19-0.png,27,pincha mayurasana
dataset/pincha mayurasana/20-0.png,27,pincha mayurasana
dataset/pincha mayurasana/79-0.png,27,pincha mayurasana
dataset/pincha mayurasana/0-0.png,27,pincha mayurasana
dataset/pincha mayurasana/96-0.png,27,pincha mayurasana
dataset/pincha mayurasana/14-0.png,27,pincha mayurasana
dataset/pincha mayurasana/32-0.png,27,pincha mayurasana
dataset/pincha mayurasana/40-0.png,27,pincha mayurasana
dataset/pincha mayurasana/41-0.png,27,pincha mayurasana
dataset/pincha mayurasana/33-0.png,27,pincha mayurasana
dataset/pincha mayurasana/97-0.png,27,pincha mayurasana
dataset/pincha mayurasana/56-0.png,27,pincha mayurasana
dataset/pincha mayurasana/29-0.png,27,pincha mayurasana
dataset/pincha mayurasana/56-1.png,27,pincha mayurasana
dataset/pincha mayurasana/12-0.png,27,pincha mayurasana
dataset/pincha mayurasana/43-0.png,27,pincha mayurasana
dataset/pincha mayurasana/51-0.png,27,pincha mayurasana
dataset/pincha mayurasana/25-0.png,27,pincha mayurasana
dataset/pincha mayurasana/50-2.png,27,pincha mayurasana
dataset/pincha mayurasana/23-0.png,27,pincha mayurasana
dataset/pincha mayurasana/6-0.png,27,pincha mayurasana
dataset/pincha mayurasana/72-0.png,27,pincha mayurasana
dataset/pincha mayurasana/15-0.png,27,pincha mayurasana
dataset/pincha mayurasana/31-0.png,27,pincha mayurasana
dataset/pincha mayurasana/65-0.png,27,pincha mayurasana
dataset/pincha mayurasana/35-0.png,27,pincha mayurasana
dataset/pincha mayurasana/55-0.png,27,pincha mayurasana
dataset/pincha mayurasana/50-1.png,27,pincha mayurasana
dataset/pincha mayurasana/16-0.png,27,pincha mayurasana
dataset/pincha mayurasana/54-0.png,27,pincha mayurasana
dataset/pincha mayurasana/30-2.png,27,pincha mayurasana
dataset/pincha mayurasana/49-0.png,27,pincha mayurasana
dataset/pincha mayurasana/26-0.png,27,pincha mayurasana
dataset/pincha mayurasana/74-0.png,27,pincha mayurasana
dataset/pincha mayurasana/34-0.png,27,pincha mayurasana
dataset/kapotasana/19-0.png,57,kapotasana
dataset/kapotasana/19-3.png,57,kapotasana
dataset/kapotasana/17-0.png,57,kapotasana
dataset/kapotasana/69-1.png,57,kapotasana
dataset/kapotasana/83-1.png,57,kapotasana
dataset/kapotasana/66-0.png,57,kapotasana
dataset/kapotasana/19-1.png,57,kapotasana
dataset/kapotasana/11-0.png,57,kapotasana
dataset/kapotasana/8-0.png,57,kapotasana
dataset/kapotasana/28-1.png,57,kapotasana
dataset/kapotasana/71-0.png,57,kapotasana
dataset/kapotasana/79-1.png,57,kapotasana
dataset/kapotasana/1-0.png,57,kapotasana
dataset/kapotasana/0-0.png,57,kapotasana
dataset/kapotasana/96-0.png,57,kapotasana
dataset/kapotasana/27-0.png,57,kapotasana
dataset/kapotasana/14-0.png,57,kapotasana
dataset/kapotasana/18-0.png,57,kapotasana
dataset/kapotasana/40-0.png,57,kapotasana
dataset/kapotasana/47-0.png,57,kapotasana
dataset/kapotasana/45-0.png,57,kapotasana
dataset/kapotasana/38-0.png,57,kapotasana
dataset/kapotasana/64-0.png,57,kapotasana
dataset/kapotasana/41-0.png,57,kapotasana
dataset/kapotasana/77-0.png,57,kapotasana
dataset/kapotasana/10-0.png,57,kapotasana
dataset/kapotasana/24-0.png,57,kapotasana
dataset/kapotasana/97-0.png,57,kapotasana
dataset/kapotasana/84-0.png,57,kapotasana
dataset/kapotasana/29-0.png,57,kapotasana
dataset/kapotasana/93-0.png,57,kapotasana
dataset/kapotasana/31-1.png,57,kapotasana
dataset/kapotasana/25-0.png,57,kapotasana
dataset/kapotasana/52-0.png,57,kapotasana
dataset/kapotasana/36-0.png,57,kapotasana
dataset/kapotasana/6-0.png,57,kapotasana
dataset/kapotasana/60-0.png,57,kapotasana
dataset/kapotasana/15-0.png,57,kapotasana
dataset/kapotasana/31-0.png,57,kapotasana
dataset/kapotasana/65-0.png,57,kapotasana
dataset/kapotasana/94-0.png,57,kapotasana
dataset/kapotasana/35-0.png,57,kapotasana
dataset/kapotasana/55-0.png,57,kapotasana
dataset/kapotasana/19-2.png,57,kapotasana
dataset/kapotasana/54-0.png,57,kapotasana
dataset/kapotasana/76-0.png,57,kapotasana
dataset/kapotasana/42-0.png,57,kapotasana
dataset/kapotasana/39-0.png,57,kapotasana
dataset/kapotasana/3-0.png,57,kapotasana
dataset/kapotasana/88-0.png,57,kapotasana
dataset/kapotasana/83-0.png,57,kapotasana
dataset/kapotasana/95-0.png,57,kapotasana
dataset/kapotasana/28-0.png,57,kapotasana
dataset/kapotasana/26-0.png,57,kapotasana
dataset/kapotasana/4-0.png,57,kapotasana
dataset/kapotasana/82-0.png,57,kapotasana
dataset/kapotasana/70-0.png,57,kapotasana
dataset/virasana/29. virasana.jpeg,41,virasana
dataset/virasana/20-0.png,41,virasana
dataset/virasana/48-0.png,41,virasana
dataset/virasana/11-0.png,41,virasana
dataset/virasana/9-0.png,41,virasana
dataset/virasana/90-0.png,41,virasana
dataset/virasana/38-1.png,41,virasana
dataset/virasana/1-0.png,41,virasana
dataset/virasana/0-0.png,41,virasana
dataset/virasana/96-0.png,41,virasana
dataset/virasana/27-0.png,41,virasana
dataset/virasana/32-0.png,41,virasana
dataset/virasana/40-0.png,41,virasana
dataset/virasana/47-0.png,41,virasana
dataset/virasana/45-0.png,41,virasana
dataset/virasana/57-0.png,41,virasana
dataset/virasana/38-0.png,41,virasana
dataset/virasana/41-0.png,41,virasana
dataset/virasana/10-0.png,41,virasana
dataset/virasana/24-0.png,41,virasana
dataset/virasana/97-0.png,41,virasana
dataset/virasana/81-1.png,41,virasana
dataset/virasana/84-0.png,41,virasana
dataset/virasana/81-0.png,41,virasana
dataset/virasana/29-0.png,41,virasana
dataset/virasana/93-0.png,41,virasana
dataset/virasana/61-0.png,41,virasana
dataset/virasana/98-0.png,41,virasana
dataset/virasana/43-0.png,41,virasana
dataset/virasana/51-0.png,41,virasana
dataset/virasana/25-0.png,41,virasana
dataset/virasana/23-0.png,41,virasana
dataset/virasana/45-1.png,41,virasana
dataset/virasana/31-0.png,41,virasana
dataset/virasana/73-0.png,41,virasana
dataset/virasana/35-0.png,41,virasana
dataset/virasana/2-0.png,41,virasana
dataset/virasana/75-0.png,41,virasana
dataset/virasana/16-0.png,41,virasana
dataset/virasana/54-0.png,41,virasana
dataset/virasana/7-0.png,41,virasana
dataset/virasana/95-0.png,41,virasana
dataset/virasana/30-0.png,41,virasana
dataset/virasana/21-0.png,41,virasana
dataset/virasana/26-0.png,41,virasana
dataset/virasana/5-0.png,41,virasana
dataset/virasana/1-1.png,41,virasana
dataset/virasana/4-0.png,41,virasana
dataset/virasana/34-0.png,41,virasana
dataset/virasana/70-0.png,41,virasana
dataset/parivrtta parsvakonasana/20-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/48-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/9-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/8-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/71-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/1-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/27-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/40-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/47-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/83-2.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/64-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/10-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/33-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/24-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/12-1.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/84-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/81-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/29-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/48-1.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/22-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/12-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/43-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/44-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/25-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/36-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/23-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/46-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/6-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/15-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/31-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/67-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/54-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/3-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/64-1.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/83-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/95-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/30-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/21-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/26-0.png,67,parivrtta parsvakonasana
dataset/parivrtta parsvakonasana/5-0.png,67,parivrtta parsvakonasana
dataset/dandasana/11. hqdefault.jpg,76,dandasana
dataset/dandasana/2. spine-isstraight.jpg,76,dandasana
dataset/dandasana/7. dandasana-posizione-del-bastone.jpg,76,dandasana
dataset/dandasana/13. dsc_6600.jpg,76,dandasana
dataset/dandasana/3. media_60647_widen_1000_100-why-i-love-dandasana.jpg,76,dandasana
dataset/dandasana/8. dandasana.jpg,76,dandasana
dataset/dandasana/12. dandasana_yoga_posture.jpg,76,dandasana
dataset/dandasana/16. 2621-how-to-do-the-dandasana-and-what-are-its-benefits-ss.jpg,76,dandasana
dataset/dandasana/38. .jpg,76,dandasana
dataset/dandasana/6. yogapedia-dandasanasupported.jpg,76,dandasana
dataset/dandasana/14. staff.jpg,76,dandasana
dataset/dandasana/5. 033-dandasana-jack-cuneo.jpg,76,dandasana
dataset/dandasana/4. staffpose-2.jpg,76,dandasana
dataset/dandasana/22. 2346428393_36d5ddd356_z.jpg,76,dandasana
dataset/dandasana/20-0.png,76,dandasana
dataset/dandasana/17-0.png,76,dandasana
dataset/dandasana/48-0.png,76,dandasana
dataset/dandasana/5. dandasana-seated-staff-pose.png,76,dandasana
dataset/dandasana/71-0.png,76,dandasana
dataset/dandasana/1-0.png,76,dandasana
dataset/dandasana/0-0.png,76,dandasana
dataset/dandasana/14-0.png,76,dandasana
dataset/dandasana/40-0.png,76,dandasana
dataset/dandasana/45-0.png,76,dandasana
dataset/dandasana/57-0.png,76,dandasana
dataset/dandasana/38-0.png,76,dandasana
dataset/dandasana/64-0.png,76,dandasana
dataset/dandasana/41-0.png,76,dandasana
dataset/dandasana/93-1.png,76,dandasana
dataset/dandasana/24-0.png,76,dandasana
dataset/dandasana/1. image00110.png,76,dandasana
dataset/dandasana/53-0.png,76,dandasana
dataset/dandasana/81-0.png,76,dandasana
dataset/dandasana/29-0.png,76,dandasana
dataset/dandasana/98-0.png,76,dandasana
dataset/dandasana/49. dandasana.png,76,dandasana
dataset/dandasana/43-0.png,76,dandasana
dataset/dandasana/51-0.png,76,dandasana
dataset/dandasana/63-0.png,76,dandasana
dataset/dandasana/44-0.png,76,dandasana
dataset/dandasana/25-0.png,76,dandasana
dataset/dandasana/36-0.png,76,dandasana
dataset/dandasana/23-0.png,76,dandasana
dataset/dandasana/46-0.png,76,dandasana
dataset/dandasana/6-0.png,76,dandasana
dataset/dandasana/35-0.png,76,dandasana
dataset/dandasana/2-0.png,76,dandasana
dataset/dandasana/87-0.png,76,dandasana
dataset/dandasana/16-0.png,76,dandasana
dataset/dandasana/49-0.png,76,dandasana
dataset/dandasana/59-0.png,76,dandasana
dataset/dandasana/39-0.png,76,dandasana
dataset/dandasana/2. staff-pose-567x567.png,76,dandasana
dataset/dandasana/95-0.png,76,dandasana
dataset/dandasana/28-0.png,76,dandasana
dataset/dandasana/4. dandasana-1024x756.png,76,dandasana
dataset/dandasana/33. dandasana-stevebig.png,76,dandasana
dataset/dandasana/62-0.png,76,dandasana
dataset/dandasana/5-0.png,76,dandasana
dataset/dandasana/1-1.png,76,dandasana
dataset/padangusthasana/19-0.png,1,padangusthasana
dataset/padangusthasana/19-1.png,1,padangusthasana
dataset/padangusthasana/8-0.png,1,padangusthasana
dataset/padangusthasana/86-0.png,1,padangusthasana
dataset/padangusthasana/96-0.png,1,padangusthasana
dataset/padangusthasana/8-1.png,1,padangusthasana
dataset/padangusthasana/27-0.png,1,padangusthasana
dataset/padangusthasana/38-0.png,1,padangusthasana
dataset/padangusthasana/81-0.png,1,padangusthasana
dataset/padangusthasana/43-0.png,1,padangusthasana
dataset/padangusthasana/85-0.png,1,padangusthasana
dataset/padangusthasana/36-0.png,1,padangusthasana
dataset/padangusthasana/72-0.png,1,padangusthasana
dataset/padangusthasana/91-0.png,1,padangusthasana
dataset/padangusthasana/7-0.png,1,padangusthasana
dataset/padangusthasana/95-0.png,1,padangusthasana
dataset/padangusthasana/26-0.png,1,padangusthasana
dataset/padangusthasana/34-0.png,1,padangusthasana
dataset/chaturanga dandasana/49. yl-asana-hatha-12-chaturanga-dandasana.jpeg,31,chaturanga dandasana
dataset/chaturanga dandasana/19-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/20-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/89-1.png,31,chaturanga dandasana
dataset/chaturanga dandasana/69-1.png,31,chaturanga dandasana
dataset/chaturanga dandasana/66-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/48-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/63-1.png,31,chaturanga dandasana
dataset/chaturanga dandasana/11-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/9-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/8-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/86-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/39-1.png,31,chaturanga dandasana
dataset/chaturanga dandasana/79-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/1-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/0-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/96-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/27-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/14-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/32-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/18-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/40-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/47-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/45-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/57-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/22-1.png,31,chaturanga dandasana
dataset/chaturanga dandasana/92-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/38-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/85-1.png,31,chaturanga dandasana
dataset/chaturanga dandasana/64-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/41-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/77-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/10-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/68-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/33-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/24-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/18-1.png,31,chaturanga dandasana
dataset/chaturanga dandasana/50-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/97-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/53-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/81-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/29-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/93-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/30-1.png,31,chaturanga dandasana
dataset/chaturanga dandasana/78-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/22-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/12-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/51-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/13-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/96-1.png,31,chaturanga dandasana
dataset/chaturanga dandasana/63-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/85-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/25-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/50-2.png,31,chaturanga dandasana
dataset/chaturanga dandasana/36-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/23-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/6-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/60-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/15-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/89-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/65-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/94-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/47-2.png,31,chaturanga dandasana
dataset/chaturanga dandasana/73-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/35-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/87-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/50-1.png,31,chaturanga dandasana
dataset/chaturanga dandasana/16-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/54-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/76-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/30-2.png,31,chaturanga dandasana
dataset/chaturanga dandasana/49-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/42-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/7-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/59-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/39-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/3-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/88-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/83-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/95-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/28-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/30-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/26-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/62-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/5-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/4-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/82-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/70-0.png,31,chaturanga dandasana
dataset/chaturanga dandasana/42-1.png,31,chaturanga dandasana
dataset/chaturanga dandasana/80-0.png,31,chaturanga dandasana
dataset/utthita trikonasana/19-0.png,26,utthita trikonasana
dataset/utthita trikonasana/20-0.png,26,utthita trikonasana
dataset/utthita trikonasana/17-0.png,26,utthita trikonasana
dataset/utthita trikonasana/66-0.png,26,utthita trikonasana
dataset/utthita trikonasana/48-0.png,26,utthita trikonasana
dataset/utthita trikonasana/11-0.png,26,utthita trikonasana
dataset/utthita trikonasana/9-0.png,26,utthita trikonasana
dataset/utthita trikonasana/8-0.png,26,utthita trikonasana
dataset/utthita trikonasana/86-0.png,26,utthita trikonasana
dataset/utthita trikonasana/71-0.png,26,utthita trikonasana
dataset/utthita trikonasana/37-0.png,26,utthita trikonasana
dataset/utthita trikonasana/1-0.png,26,utthita trikonasana
dataset/utthita trikonasana/0-0.png,26,utthita trikonasana
dataset/utthita trikonasana/27-0.png,26,utthita trikonasana
dataset/utthita trikonasana/14-0.png,26,utthita trikonasana
dataset/utthita trikonasana/32-0.png,26,utthita trikonasana
dataset/utthita trikonasana/11-2.png,26,utthita trikonasana
dataset/utthita trikonasana/40-0.png,26,utthita trikonasana
dataset/utthita trikonasana/47-0.png,26,utthita trikonasana
dataset/utthita trikonasana/45-0.png,26,utthita trikonasana
dataset/utthita trikonasana/38-0.png,26,utthita trikonasana
dataset/utthita trikonasana/41-0.png,26,utthita trikonasana
dataset/utthita trikonasana/10-0.png,26,utthita trikonasana
dataset/utthita trikonasana/68-0.png,26,utthita trikonasana
dataset/utthita trikonasana/24-0.png,26,utthita trikonasana
dataset/utthita trikonasana/69-0.png,26,utthita trikonasana
dataset/utthita trikonasana/3-1.png,26,utthita trikonasana
dataset/utthita trikonasana/53-0.png,26,utthita trikonasana
dataset/utthita trikonasana/84-0.png,26,utthita trikonasana
dataset/utthita trikonasana/56-0.png,26,utthita trikonasana
dataset/utthita trikonasana/93-0.png,26,utthita trikonasana
dataset/utthita trikonasana/61-0.png,26,utthita trikonasana
dataset/utthita trikonasana/17-1.png,26,utthita trikonasana
dataset/utthita trikonasana/22-0.png,26,utthita trikonasana
dataset/utthita trikonasana/12-0.png,26,utthita trikonasana
dataset/utthita trikonasana/43-0.png,26,utthita trikonasana
dataset/utthita trikonasana/51-0.png,26,utthita trikonasana
dataset/utthita trikonasana/13-0.png,26,utthita trikonasana
dataset/utthita trikonasana/44-0.png,26,utthita trikonasana
dataset/utthita trikonasana/25-0.png,26,utthita trikonasana
dataset/utthita trikonasana/62-1.png,26,utthita trikonasana
dataset/utthita trikonasana/36-0.png,26,utthita trikonasana
dataset/utthita trikonasana/6-0.png,26,utthita trikonasana
dataset/utthita trikonasana/60-0.png,26,utthita trikonasana
dataset/utthita trikonasana/72-0.png,26,utthita trikonasana
dataset/utthita trikonasana/15-0.png,26,utthita trikonasana
dataset/utthita trikonasana/89-0.png,26,utthita trikonasana
dataset/utthita trikonasana/31-0.png,26,utthita trikonasana
dataset/utthita trikonasana/2-0.png,26,utthita trikonasana
dataset/utthita trikonasana/75-0.png,26,utthita trikonasana
dataset/utthita trikonasana/55-0.png,26,utthita trikonasana
dataset/utthita trikonasana/16-0.png,26,utthita trikonasana
dataset/utthita trikonasana/67-0.png,26,utthita trikonasana
dataset/utthita trikonasana/11-1.png,26,utthita trikonasana
dataset/utthita trikonasana/49-0.png,26,utthita trikonasana
dataset/utthita trikonasana/42-0.png,26,utthita trikonasana
dataset/utthita trikonasana/97-1.png,26,utthita trikonasana
dataset/utthita trikonasana/7-0.png,26,utthita trikonasana
dataset/utthita trikonasana/39-0.png,26,utthita trikonasana
dataset/utthita trikonasana/3-0.png,26,utthita trikonasana
dataset/utthita trikonasana/88-0.png,26,utthita trikonasana
dataset/utthita trikonasana/28-0.png,26,utthita trikonasana
dataset/utthita trikonasana/30-0.png,26,utthita trikonasana
dataset/utthita trikonasana/21-0.png,26,utthita trikonasana
dataset/utthita trikonasana/26-0.png,26,utthita trikonasana
dataset/utthita trikonasana/71-1.png,26,utthita trikonasana
dataset/utthita trikonasana/4-0.png,26,utthita trikonasana
dataset/utthita trikonasana/34-0.png,26,utthita trikonasana
dataset/utthita trikonasana/70-0.png,26,utthita trikonasana
dataset/vajrasana/19-0.png,96,vajrasana
dataset/vajrasana/20-0.png,96,vajrasana
dataset/vajrasana/17-0.png,96,vajrasana
dataset/vajrasana/9-0.png,96,vajrasana
dataset/vajrasana/8-0.png,96,vajrasana
dataset/vajrasana/27-1.png,96,vajrasana
dataset/vajrasana/1-0.png,96,vajrasana
dataset/vajrasana/0-0.png,96,vajrasana
dataset/vajrasana/96-0.png,96,vajrasana
dataset/vajrasana/2-1.png,96,vajrasana
dataset/vajrasana/27-0.png,96,vajrasana
dataset/vajrasana/14-0.png,96,vajrasana
dataset/vajrasana/32-0.png,96,vajrasana
dataset/vajrasana/18-0.png,96,vajrasana
dataset/vajrasana/47-0.png,96,vajrasana
dataset/vajrasana/45-0.png,96,vajrasana
dataset/vajrasana/57-0.png,96,vajrasana
dataset/vajrasana/92-0.png,96,vajrasana
dataset/vajrasana/38-0.png,96,vajrasana
dataset/vajrasana/77-0.png,96,vajrasana
dataset/vajrasana/10-0.png,96,vajrasana
dataset/vajrasana/24-0.png,96,vajrasana
dataset/vajrasana/69-0.png,96,vajrasana
dataset/vajrasana/97-0.png,96,vajrasana
dataset/vajrasana/29-0.png,96,vajrasana
dataset/vajrasana/22-0.png,96,vajrasana
dataset/vajrasana/12-0.png,96,vajrasana
dataset/vajrasana/43-0.png,96,vajrasana
dataset/vajrasana/59-3.png,96,vajrasana
dataset/vajrasana/63-0.png,96,vajrasana
